provincia_id,provincia_nombre,canton_id,canton_nombre,parroquia_id,parroquia_nombre,parroquia_tipo,anio
06,CHIMBORAZO,0603,COLTA,060353,JUAN DE VELASCO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0603,COLTA,060354,SANTIAGO DE QUITO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0604,CHAMBO,060450,CHAMBO,CABECERA CANTONAL,2024
06,CHIMBORAZO,0605,CHUNCHI,060550,CHUNCHI,CABECERA CANTONAL,2024
06,CHIMBORAZO,0605,CHUNCHI,060551,CAPZOL,PARROQUIA RURAL,2024
06,CHIMBORAZO,0605,CHUNCHI,060552,COMPUD,PARROQUIA RURAL,2024
06,CHIMBORAZO,0605,CHUNCHI,060553,GONZOL,PARROQUIA RURAL,2024
06,CHIMBORAZO,0605,CHUNCHI,060554,LLAGOS,PARROQUIA RURAL,2024
06,CHIMBORAZO,0606,GUAMOTE,060650,GUAMOTE,CABECERA CANTONAL,2024
06,CHIMBORAZO,0606,GUAMOTE,060651,CEBADAS,PARROQUIA RURAL,2024
06,CHIMBORAZO,0606,GUAMOTE,060652,PALMIRA,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060750,GUANO,CABECERA CANTONAL,2024
06,CHIMBORAZO,0607,GUANO,060751,GUANANDO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060752,ILAPO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060753,LA PROVIDENCIA,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060754,SAN ANDRÉS,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060755,SAN GERARDO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060756,SAN ISIDRO DE PATULÚ,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060757,SAN JOSÉ DEL CHAZO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060758,SANTA FÉ DE GALÁN,PARROQUIA RURAL,2024
06,CHIMBORAZO,0607,GUANO,060759,VALPARAISO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0608,PALLATANGA,060850,PALLATANGA,CABECERA CANTONAL,2024
06,CHIMBORAZO,0609,PENIPE,060950,PENIPE,CABECERA CANTONAL,2024
06,CHIMBORAZO,0609,PENIPE,060951,EL ALTAR,PARROQUIA RURAL,2024
06,CHIMBORAZO,0609,PENIPE,060952,MATUS,PARROQUIA RURAL,2024
06,CHIMBORAZO,0609,PENIPE,060953,PUELA,PARROQUIA RURAL,2024
06,CHIMBORAZO,0609,PENIPE,060954,SAN ANTONIO DE BAYUSHIG,PARROQUIA RURAL,2024
06,CHIMBORAZO,0609,PENIPE,060955,LA CANDELARIA,PARROQUIA RURAL,2024
06,CHIMBORAZO,0609,PENIPE,060956,BILBAO,PARROQUIA RURAL,2024
06,CHIMBORAZO,0610,CUMANDÁ,061050,CUMANDÁ,CABECERA CANTONAL,2024
07,EL ORO,0701,MACHALA,070150,MACHALA,CABECERA CANTONAL,2024
07,EL ORO,0701,MACHALA,070152,EL RETIRO,PARROQUIA RURAL,2024
07,EL ORO,0702,ARENILLAS,070250,ARENILLAS,CABECERA CANTONAL,2024
07,EL ORO,0702,ARENILLAS,070251,CHACRAS,PARROQUIA RURAL,2024
